matter_id,cnt
m-mrcdpaea-gdj049,13
test-matter-ci-1783164123194-2dfqkq-ws,6
test-matter-ci-1783164121866-3xn1hn-ws,6
test-matter-ci-1783251371416-t99cwf-ws,6
test-matter-ci-1783251229643-nao3j9-ws,6
test-matter-ci-1783250818515-qmdb73-ws,6
test-matter-ci-1783266899266-gr9py7-ws,6
test-matter-ci-1783250669417-hphqye-ws,6
test-matter-ci-1783250453028-dr1tw5-ws,6
test-matter-ci-1783263491333-2y2ivi-ws,6
test-matter-ci-1783250338098-wcc2xq-ws,6
test-matter-ci-1783250250266-7usapx-ws,6
test-matter-ci-1783251524323-31kir8-ws,6
test-matter-ci-1783165322737-s5ji21-ws,6
test-matter-ci-1783249016891-1lz6ab-ws,6
test-matter-ci-1783237829350-yg8yqg-ws,6
test-matter-ci-1783237695792-k62dtv-ws,6
test-matter-ci-1783232674488-yhj5zh-ws,6
test-matter-ci-1783263347668-379scq-ws,6
test-matter-ci-1783228022224-bmlffr-ws,6
test-matter-ci-1783223017226-48dgja-ws,6
test-matter-ci-1783222642757-as9ibm-ws,6
test-matter-ci-1783222407548-nu29d7-ws,6
test-matter-ci-1783263209473-aemg6j-ws,6
test-matter-ci-1783222207132-ihvrxy-ws,6
test-matter-ci-1783185975281-l79iam-ws,6
test-matter-ci-1783185608781-10k2sz-ws,6
test-matter-ci-1783185301423-wtgumr-ws,6
test-matter-ci-1783263027605-rxrcvr-ws,6
test-matter-ci-1783185166709-tmq9kk-ws,6
test-matter-ci-1783184520845-9yne6y-ws,6
test-matter-ci-1783182506957-hpjc06-ws,6
test-matter-ci-1783181874142-rjczwa-ws,6
test-matter-ci-1783253028212-kd7c8t-ws,6
test-matter-ci-1783181576120-fhsrfl-ws,6
test-matter-ci-1783181046186-tq8ez4-ws,6
test-matter-ci-1783180767239-ti5cao-ws,6
test-matter-ci-1783180345074-pg0yuv-ws,6
test-matter-ci-1783252654420-tutcbt-ws,6
test-matter-ci-1783179781169-b0qgyt-ws,6
test-matter-ci-1783179010912-o1x21z-ws,6
test-matter-ci-1783178164313-n7u8et-ws,6
test-matter-ci-1783177969155-2jx4hv-ws,6
test-matter-ci-1783252091583-3m59zw-ws,6
test-matter-ci-1783177065884-no0vgg-ws,6
test-matter-ci-1783177028227-2l0393-ws,6
test-matter-ci-1783176112696-u4mys2-ws,6
test-matter-ci-1783174760903-fgknse-ws,6
test-matter-ci-1783251943340-d984sp-ws,6
test-matter-ci-1783174110901-l9ac8w-ws,6
test-matter-ci-1783172448996-xalx0q-ws,6
test-matter-ci-1783171958117-po8vnx-ws,6
test-matter-ci-1783171119272-yqv54g-ws,6
test-matter-ci-1783251649097-w6gelc-ws,6
test-matter-ci-1783170091894-mrwaw5-ws,6
test-matter-ci-1783169305580-leejtq-ws,6
test-matter-ci-1783168954397-13uosh-ws,6
test-matter-ci-1783165620124-ujf7u1-ws,6
m-mrccynxa-xu3eis,5
mock-intake-1783174111331-cdu,3
mock-intake-1783180767602-cdu,3
mock-intake-1783180345437-cdu,3
mock-intake-1783179781627-cdu,3
mock-intake-1783179011240-cdu,3
mock-intake-1783174761387-cdu,3
mock-intake-1783178164746-cdu,3
mock-intake-1783177969588-cdu,3
mock-intake-1783177066280-cdu,3
mock-intake-1783176113050-cdu,3
mock-intake-1783177028564-cdu,3
m-mrco9m97-dbygsz,3
mock-intake-1783156204531-cdu,3
mock-intake-1783156206045-cdu,3
mock-intake-1783157940654-cdu,3
mock-intake-1783157942252-cdu,3
mock-intake-1783158315613-cdu,3
mock-intake-1783158317156-cdu,3
mock-intake-1783159349153-cdu,3
mock-intake-1783159800780-cdu,3
mock-intake-1783160225395-cdu,3
mock-intake-1783160995291-cdu,3
mock-intake-1783161543121-cdu,3
mock-intake-1783163152765-cdu,3
mock-intake-1783164123821-cdu,3
mock-intake-1783266899583-cdu,3
mock-intake-1783263491608-cdu,3
mock-intake-1783263347897-cdu,3
mock-intake-1783263209871-cdu,3
mock-intake-1783165323194-cdu,3
mock-intake-1783263027841-cdu,3
mock-intake-1783253028460-cdu,3
mock-intake-1783252654716-cdu,3
mock-intake-1783252091970-cdu,3
mock-intake-1783165620635-cdu,3
mock-intake-1783251943701-cdu,3
mock-intake-1783251649490-cdu,3
mock-intake-1783251524682-cdu,3
mock-intake-1783251371775-cdu,3
mock-intake-1783168954922-cdu,3
mock-intake-1783251229972-cdu,3
mock-intake-1783250818799-cdu,3
mock-intake-1783250669759-cdu,3
mock-intake-1783250453401-cdu,3
mock-intake-1783169306054-cdu,3
mock-intake-1783250338415-cdu,3
mock-intake-1783250250618-cdu,3
mock-intake-1783249017317-cdu,3
mock-intake-1783237829860-cdu,3
mock-intake-1783170092403-cdu,3
mock-intake-1783237696257-cdu,3
mock-intake-1783232674867-cdu,3
mock-intake-1783228022595-cdu,3
mock-intake-1783223017610-cdu,3
mock-intake-1783171119722-cdu,3
mock-intake-1783222643191-cdu,3
mock-intake-1783222407915-cdu,3
mock-intake-1783222207573-cdu,3
mock-intake-1783185975643-cdu,3
mock-intake-1783171958574-cdu,3
mock-intake-1783185609185-cdu,3
mock-intake-1783185301832-cdu,3
mock-intake-1783185167068-cdu,3
mock-intake-1783184521214-cdu,3
mock-intake-1783172449464-cdu,3
mock-intake-1783182507337-cdu,3
mock-intake-1783181874560-cdu,3
mock-intake-1783181576523-cdu,3
mock-intake-1783181046580-cdu,3
test-matter-aert-1783065454299-lotguy,2
test-matter-aert-1783065456167-tnp1il,2
mock-intake-1783176113270-idem-docup,1
mock-intake-1783177028436-confirm-doc,1
mock-intake-1783177028529-dus-c,1
mock-intake-1783176113038-dus-c,1
mock-intake-1783177028726-idem-chdoc,1
mock-intake-1783177028745-idem-docup,1
mock-intake-1783177066109-confirm-doc,1
mock-intake-1783177066220-dus-c,1
mock-intake-1783176112913-confirm-doc,1
mock-intake-1783177066397-idem-chdoc,1
mock-intake-1783177066422-idem-docup,1
mock-intake-1783177969387-confirm-doc,1
mock-intake-1783177969575-dus-c,1
mock-intake-1783174761603-idem-docup,1
mock-intake-1783177969682-idem-chdoc,1
mock-intake-1783177969705-idem-docup,1
mock-intake-1783178164547-confirm-doc,1
mock-intake-1783178164715-dus-c,1
mock-intake-1783174761514-idem-chdoc,1
mock-intake-1783178164842-idem-chdoc,1
mock-intake-1783178164868-idem-docup,1
mock-intake-1783179011112-confirm-doc,1
mock-intake-1783179011217-dus-c,1
mock-intake-1783174761305-dus-c,1
mock-intake-1783179011411-idem-chdoc,1
mock-intake-1783179011425-idem-docup,1
mock-intake-1783179781505-confirm-doc,1
mock-intake-1783179781609-dus-c,1
mock-intake-1783174761142-confirm-doc,1
mock-intake-1783179781781-idem-chdoc,1
mock-intake-1783179781807-idem-docup,1
mock-intake-1783180345307-confirm-doc,1
mock-intake-1783180345420-dus-c,1
mock-intake-1783174111529-idem-docup,1
mock-intake-1783180345586-idem-chdoc,1
mock-intake-1783180345607-idem-docup,1
mock-intake-1783180767481-confirm-doc,1
mock-intake-1783180767589-dus-c,1
mock-intake-1783174111500-idem-chdoc,1
mock-intake-1783180767762-idem-chdoc,1
mock-intake-1783180767780-idem-docup,1
mock-intake-1783181046412-confirm-doc,1
mock-intake-1783181046527-dus-c,1
mock-intake-1783174111223-dus-c,1
mock-intake-1783181046738-idem-chdoc,1
mock-intake-1783181046760-idem-docup,1
mock-intake-1783181576366-confirm-doc,1
mock-intake-1783181576508-dus-c,1
mock-intake-1783174111140-confirm-doc,1
mock-intake-1783181576649-idem-chdoc,1
mock-intake-1783181576675-idem-docup,1
mock-intake-1783181874354-confirm-doc,1
mock-intake-1783181874516-dus-c,1
mock-intake-1783172449621-idem-docup,1
mock-intake-1783181874688-idem-chdoc,1
mock-intake-1783181874714-idem-docup,1
mock-intake-1783182507197-confirm-doc,1
mock-intake-1783182507287-dus-c,1
mock-intake-1783172449587-idem-chdoc,1
mock-intake-1783182507488-idem-chdoc,1
mock-intake-1783182507505-idem-docup,1
mock-intake-1783184521062-confirm-doc,1
mock-intake-1783184521173-dus-c,1
mock-intake-1783172449424-dus-c,1
mock-intake-1783184521400-idem-chdoc,1
mock-intake-1783184521417-idem-docup,1
mock-intake-1783185166941-confirm-doc,1
mock-intake-1783185167015-dus-c,1
mock-intake-1783172449258-confirm-doc,1
mock-intake-1783185167224-idem-chdoc,1
mock-intake-1783185167243-idem-docup,1
mock-intake-1783185301627-confirm-doc,1
mock-intake-1783185301814-dus-c,1
mock-intake-1783171958714-idem-docup,1
mock-intake-1783185301927-idem-chdoc,1
mock-intake-1783185301950-idem-docup,1
mock-intake-1783185608986-confirm-doc,1
mock-intake-1783185609148-dus-c,1
mock-intake-1783171958698-idem-chdoc,1
mock-intake-1783185609280-idem-chdoc,1
mock-intake-1783185609317-idem-docup,1
mock-intake-1783185975494-confirm-doc,1
mock-intake-1783185975621-dus-c,1
mock-intake-1783171958490-dus-c,1
mock-intake-1783185975776-idem-chdoc,1
mock-intake-1783185975795-idem-docup,1
mock-intake-1783222207392-confirm-doc,1
mock-intake-1783222207560-dus-c,1
mock-intake-1783171958357-confirm-doc,1
mock-intake-1783222207690-idem-chdoc,1
mock-intake-1783222207726-idem-docup,1
mock-intake-1783222407795-confirm-doc,1
mock-intake-1783222407897-dus-c,1
mock-intake-1783171119860-idem-docup,1
mock-intake-1783222408170-idem-chdoc,1
mock-intake-1783222408218-idem-docup,1
mock-intake-1783222642989-confirm-doc,1
mock-intake-1783222643117-dus-c,1
mock-intake-1783171119832-idem-chdoc,1
mock-intake-1783222643369-idem-chdoc,1
mock-intake-1783222643395-idem-docup,1
mock-intake-1783223017480-confirm-doc,1
mock-intake-1783223017558-dus-c,1
mock-intake-1783171119712-dus-c,1
mock-intake-1783223017785-idem-chdoc,1
mock-intake-1783223017806-idem-docup,1
mock-intake-1783228022474-confirm-doc,1
mock-intake-1783228022568-dus-c,1
mock-intake-1783171119626-confirm-doc,1
mock-intake-1783228022729-idem-chdoc,1
mock-intake-1783228022782-idem-docup,1
mock-intake-1783232674713-confirm-doc,1
mock-intake-1783232674838-dus-c,1
mock-intake-1783170092535-idem-docup,1
mock-intake-1783232675007-idem-chdoc,1
mock-intake-1783232675025-idem-docup,1
mock-intake-1783237696084-confirm-doc,1
mock-intake-1783237696230-dus-c,1
mock-intake-1783170092504-idem-chdoc,1
mock-intake-1783237696426-idem-chdoc,1
mock-intake-1783237696446-idem-docup,1
mock-intake-1783237829722-confirm-doc,1
mock-intake-1783237829809-dus-c,1
mock-intake-1783170092393-dus-c,1
mock-intake-1783237830007-idem-chdoc,1
mock-intake-1783237830056-idem-docup,1
mock-intake-1783249017144-confirm-doc,1
mock-intake-1783249017289-dus-c,1
mock-intake-1783170092188-confirm-doc,1
mock-intake-1783249017421-idem-chdoc,1
mock-intake-1783249017455-idem-docup,1
mock-intake-1783250250477-confirm-doc,1
mock-intake-1783250250553-dus-c,1
mock-intake-1783169306268-idem-docup,1
mock-intake-1783250250796-idem-chdoc,1
mock-intake-1783250250839-idem-docup,1
mock-intake-1783250338313-confirm-doc,1
mock-intake-1783250338402-dus-c,1
mock-intake-1783169306213-idem-chdoc,1
mock-intake-1783250338553-idem-chdoc,1
mock-intake-1783250338579-idem-docup,1
mock-intake-1783250453245-confirm-doc,1
mock-intake-1783250453365-dus-c,1
mock-intake-1783169306038-dus-c,1
mock-intake-1783250453576-idem-chdoc,1
mock-intake-1783250453620-idem-docup,1
mock-intake-1783250669626-confirm-doc,1
mock-intake-1783250669718-dus-c,1
mock-intake-1783169305887-confirm-doc,1
mock-intake-1783250669884-idem-chdoc,1
mock-intake-1783250669920-idem-docup,1
mock-intake-1783250818717-confirm-doc,1
mock-intake-1783250818764-dus-c,1
mock-intake-1783168955038-idem-docup,1
mock-intake-1783250818941-idem-chdoc,1
mock-intake-1783250818964-idem-docup,1
mock-intake-1783251229835-confirm-doc,1
mock-intake-1783251229924-dus-c,1
mock-intake-1783168955001-idem-chdoc,1
mock-intake-1783251230139-idem-chdoc,1
mock-intake-1783251230181-idem-docup,1
mock-intake-1783251371639-confirm-doc,1
mock-intake-1783251371735-dus-c,1
mock-intake-1783168954883-dus-c,1
mock-intake-1783251371927-idem-chdoc,1
mock-intake-1783251371975-idem-docup,1
mock-intake-1783251524542-confirm-doc,1
mock-intake-1783251524668-dus-c,1
mock-intake-1783168954707-confirm-doc,1
mock-intake-1783251524845-idem-chdoc,1
mock-intake-1783251524878-idem-docup,1
mock-intake-1783251649314-confirm-doc,1
mock-intake-1783251649473-dus-c,1
mock-intake-1783165620760-idem-docup,1
mock-intake-1783251649590-idem-chdoc,1
mock-intake-1783251649615-idem-docup,1
mock-intake-1783251943562-confirm-doc,1
mock-intake-1783251943678-dus-c,1
mock-intake-1783165620727-idem-chdoc,1
mock-intake-1783251943807-idem-chdoc,1
mock-intake-1783251943840-idem-docup,1
mock-intake-1783252091781-confirm-doc,1
mock-intake-1783252091893-dus-c,1
mock-intake-1783165620616-dus-c,1
mock-intake-1783252092124-idem-chdoc,1
mock-intake-1783252092189-idem-docup,1
mock-intake-1783252654653-confirm-doc,1
mock-intake-1783252654705-dus-c,1
mock-intake-1783165620346-confirm-doc,1
mock-intake-1783252654908-idem-chdoc,1
mock-intake-1783252654950-idem-docup,1
mock-intake-1783253028401-confirm-doc,1
mock-intake-1783253028448-dus-c,1
mock-intake-1783165323409-idem-docup,1
mock-intake-1783253028678-idem-chdoc,1
mock-intake-1783253028704-idem-docup,1
mock-intake-1783263027786-confirm-doc,1
mock-intake-1783263027824-dus-c,1
mock-intake-1783165323371-idem-chdoc,1
mock-intake-1783263027992-idem-chdoc,1
mock-intake-1783263028070-idem-docup,1
mock-intake-1783263209667-confirm-doc,1
mock-intake-1783263209743-dus-c,1
mock-intake-1783165323094-dus-c,1
mock-intake-1783263210000-idem-chdoc,1
mock-intake-1783263210031-idem-docup,1
mock-intake-1783263347846-confirm-doc,1
mock-intake-1783263347885-dus-c,1
mock-intake-1783165322987-confirm-doc,1
mock-intake-1783263348127-idem-chdoc,1
mock-intake-1783263348162-idem-docup,1
mock-intake-1783263491525-confirm-doc,1
mock-intake-1783263491573-dus-c,1
mock-intake-1783164124017-idem-docup,1
mock-intake-1783263491798-idem-chdoc,1
mock-intake-1783263491815-idem-docup,1
mock-intake-1783266899461-confirm-doc,1
mock-intake-1783266899549-dus-c,1
mock-intake-1783164123967-idem-chdoc,1
mock-intake-1783266899731-idem-chdoc,1
mock-intake-1783266899761-idem-docup,1
test-document-ws-1783174109749-uevnzt-1,1
test-document-ws-1783174110901-2d9ijc-1,1
test-document-ws-1783174759754-d4ca5j-1,1
test-document-ws-1783174760903-aunma0-1,1
test-document-ws-1783176111622-otkd1r-1,1
test-document-ws-1783176112696-9n9fxg-1,1
test-document-ws-1783177028227-ao1it2-1,1
test-document-ws-1783177065884-re2oap-1,1
test-document-ws-1783177969155-b9n5m0-1,1
test-document-ws-1783178164313-lgbhzx-1,1
test-document-ws-1783179010912-7zyyrz-1,1
test-document-ws-1783179781169-wajadk-1,1
test-document-ws-1783180345074-46txcs-1,1
test-document-ws-1783180767238-npibzi-1,1
test-document-ws-1783181046186-rivtww-1,1
test-document-ws-1783181576120-xfws2k-1,1
test-document-ws-1783181874142-rbqnfr-1,1
test-document-ws-1783182506957-4if7u0-1,1
test-document-ws-1783184520845-1rafvm-1,1
test-document-ws-1783185166709-l3lxe5-1,1
test-document-ws-1783185301423-nhkvwg-1,1
test-document-ws-1783185608781-0pjtqe-1,1
test-document-ws-1783185975281-k6zn8p-1,1
test-document-ws-1783222207132-ywkdow-1,1
test-document-ws-1783222407548-y7x335-1,1
test-document-ws-1783222642757-fv8ckp-1,1
test-document-ws-1783223017226-477hxr-1,1
test-document-ws-1783228022224-m62r6a-1,1
test-document-ws-1783232674488-vpn6or-1,1
test-document-ws-1783237695792-kmf73j-1,1
test-document-ws-1783237829350-z97q9p-1,1
test-document-ws-1783249016891-xittty-1,1
test-document-ws-1783250250266-h42zp8-1,1
test-document-ws-1783250338098-0v1lzy-1,1
test-document-ws-1783250453028-lh7nxt-1,1
test-document-ws-1783250669417-aowfbj-1,1
test-document-ws-1783250818515-8uzqt6-1,1
test-document-ws-1783251229642-30hbpg-1,1
test-document-ws-1783251371416-xmdjx0-1,1
test-document-ws-1783251524323-fv3l04-1,1
test-document-ws-1783251649097-mnlagm-1,1
test-document-ws-1783251943340-2yfdq6-1,1
test-document-ws-1783252091583-97gi73-1,1
test-document-ws-1783252654420-pqnno5-1,1
test-document-ws-1783253028212-q2we31-1,1
test-document-ws-1783263027605-p004iw-1,1
test-document-ws-1783263209472-lr8yq2-1,1
test-document-ws-1783263347668-5qhknd-1,1
test-document-ws-1783263491333-a56lil-1,1
test-document-ws-1783266899266-3ewwms-1,1
test-matter-1783043503030-22iy94,1
test-matter-aert-1783064005895-o8d97x,1
test-matter-aert-1783064021435-w10z2u,1
test-matter-aert-1783064710805-nkjdal,1
test-matter-aert-1783064755859-w2exzy,1
test-matter-aert-1783065121156-ds8sf0,1
test-matter-aert-1783065122844-50x412,1
mock-intake-1783164123801-dus-c,1
m-mrcdtfzk-z7n62m,1
mock-intake-1783164123637-confirm-doc,1
mock-intake-1783163152973-idem-docup,1
mock-intake-1783163152922-idem-chdoc,1
mock-intake-1783163152746-dus-c,1
mock-intake-1783163152621-confirm-doc,1
mock-intake-1783161543327-idem-docup,1
mock-intake-1783161543285-idem-chdoc,1
mock-intake-1783161543108-dus-c,1
mock-intake-1783161542886-confirm-doc,1
mock-intake-1783160995585-idem-docup,1
mock-intake-1783160995565-idem-chdoc,1
mock-intake-1783160995191-dus-c,1
mock-intake-1783160994946-confirm-doc,1
mock-intake-1783160225551-idem-docup,1
mock-intake-1783160225530-idem-chdoc,1
mock-intake-1783160225381-dus-c,1
mock-intake-1783160225323-confirm-doc,1
mock-intake-1783159801103-idem-docup,1
mock-intake-1783159800924-idem-chdoc,1
mock-intake-1783159800766-dus-c,1
mock-intake-1783159800446-confirm-doc,1
mock-intake-1783159349337-idem-docup,1
mock-intake-1783159349305-idem-chdoc,1
mock-intake-1783159349035-dus-c,1
mock-intake-1783159348874-confirm-doc,1
mock-intake-1783158317300-idem-docup,1
mock-intake-1783158317275-idem-chdoc,1
mock-intake-1783158317135-dus-c,1
mock-intake-1783158316970-confirm-doc,1
mock-intake-1783158315679-idem-docup,1
mock-intake-1783158315665-idem-chdoc,1
mock-intake-1783158315607-dus-c,1
mock-intake-1783158315572-confirm-doc,1
mock-intake-1783157942417-idem-docup,1
mock-intake-1783157942380-idem-chdoc,1
mock-intake-1783157942239-dus-c,1
mock-intake-1783157942028-confirm-doc,1
mock-intake-1783157940711-idem-docup,1
mock-intake-1783157940697-idem-chdoc,1
mock-intake-1783157940648-dus-c,1
mock-intake-1783157940624-confirm-doc,1
mock-intake-1783156206006-dus-c,1
mock-intake-1783156205808-confirm-doc,1
mock-intake-1783156204527-dus-c,1
mock-intake-1783156204503-confirm-doc,1
mock-intake-1783152944643-dus-c,1
mock-intake-1783152944496-confirm-doc,1
mock-intake-1783152942999-dus-c,1
mock-intake-1783152942969-confirm-doc,1
mock-intake-1783152389977-dus-c,1
mock-intake-1783152389801-confirm-doc,1
mock-intake-1783152388330-dus-c,1
mock-intake-1783152388299-confirm-doc,1
mock-intake-1783151602560-confirm-doc,1
mock-intake-1783151601099-confirm-doc,1
m-mrco3mr5-1wco4a,1
mock-intake-1783176113226-idem-chdoc,1
